ITEM_NUM,UCC,CONFIG,UOM,DESCR,REPACK,CONV_FACTOR,HEIGHT,WIDTH,LEN,MIN WGT,MAX WGT,TARE WGT
10275D8PN,30027182550445,IBP,PAL,ANGUS PREMIUM BF ALL NAT 85/15,,32,76,40,48,864,896,0
10291A9UN,30027182532113,IBP,CS,GR BF FOR CHILI MEAT 85/15,9OW,1,10.5,19.875,23.5625,24,25,4.7
10291A9UN,30027182532113,IBP,PAL,GR BF FOR CHILI MEAT 85/15,,24,76,40,48,576,600,0
10991D8RN,30027182565982,IBP,CS,GRND PORK & BEEF 80% (2LB NET),8OW,1,8.4375,19.875,23.5625,24,25,4.2
10991D8RN,30027182565982,IBP,PAL,GRND PORK & BEEF 80% (2LB NET),,32,76,40,48,768,800,0
11654IOPB,30027182537217,IBP,CS,BEEF CHUCK ROAST KIT,MISC,1,7.5625,13,19.5,15.6,16.54,2
11654IOPB,30027182537217,IBP,PAL,BEEF CHUCK ROAST KIT,,80,76,40,48,1248,1323.2,0
18041X8UN,30027182568235,IBP,CS,GB 80% PATTY (4/1 2.0 NET) 8PK,MISC,1,8.4375,19.875,23.5625,16,16.8,3.8
18041X8UN,30027182568235,IBP,PAL,GB 80% PATTY (4/1 2.0 NET) 8PK,,32,76,40,48,512,537.6,0
18131K8GN,30027182558847,IBP,CS,GROUND CHUCK 80% 3/1 PATTY,8OW,1,8.4375,19.875,23.5625,15.96,16.8,3.8
18131K8GN,30027182558847,IBP,PAL,GROUND CHUCK 80% 3/1 PATTY,,32,76,40,48,510.72,537.6,0
18131K8PN,30027182554276,IBP,CS,CK GROUND BEEF PATTIES 80,8OW,1,8.4375,19.875,23.5625,6.96,17,4
18131K8PN,30027182554276,IBP,PAL,CK GROUND BEEF PATTIES 80,,32,76,40,48,510.72,544,0
18131Z4PN,30027182584006,IBP,CS,GROUND CHUCK PATTY 3/1 80/20,4OW,1,9.6875,11.6875,23.8125,10,18.4,2.5
18131Z4PN,30027182584006,IBP,PAL,GROUND CHUCK PATTY 3/1 80/20,,42,76,40,48,672,772.8,0
18141X9PN,30027182573451,IBP,CS,PATTIES 73/27 4/1  2 NET,9OW,1,10.5,19.5,23.5,24,25.1,5.4
18141X9PN,30027182573451,IBP,PAL,PATTIES 73/27 4/1  2 NET,,28,76,40,48,672,702.8,0
18171K8PN,30027182574380,IBP,CS,LN GROUND BEEF PATTIES 93,8OW,1,8.4375,19.875,23.5625,12,13.2,4
18171K8PN,30027182574380,IBP,PAL,LN GROUND BEEF PATTIES 93,,32,76,40,48,384,422.4,0
18221M4PN,30027182586901,IBP,CS,80% PATTY 32OZ NET (2 LB),4OW,1,9.6875,11.6875,23.8125,8,9,2.2
18221M4PN,30027182586901,IBP,PAL,80% PATTY 32OZ NET (2 LB),,42,76,40,48,336,378,0
18265Z4PN,30027182584037,IBP,CS,GROUND BEEF PATTY 3/1 85/15,4OW,1,9.6875,11.6875,23.8125,4,16.8,2.4
18265Z4PN,30027182584037,IBP,PAL,GROUND BEEF PATTY 3/1 85/15,,42,76,40,48,672,705.6,0
18301K4PN,30027182574526,IBP,CS,SEASONED JAL/JACK PATTY 6PK,4OW,1,9.6875,11.6875,23.8125,2.98,8.3,2.3
18301K4PN,30027182574526,IBP,PAL,SEASONED JAL/JACK PATTY 6PK,,42,76,40,48,335.16,348.6,0
18321K4PN,30027182562608,IBP,CS,SEASONED BACON/CHEDDAR PATTY,4OW,1,9.6875,11.6875,23.8125,7.98,9,2.3
18321K4PN,30027182562608,IBP,PAL,SEASONED BACON/CHEDDAR PATTY,,42,76,40,48,335.16,378,0
18361K8PN,30027182557208,IBP,CS,BEEF BRISKET PATTI,8OW,1,8.4375,19.875,23.5625,15.96,17,4
18361K8PN,30027182557208,IBP,PAL,BEEF BRISKET PATTI,,32,76,40,48,510.72,544,0
18361K8UN,30027182579576,IBP,CS,BEEF BRISKET BURGERS,8OW,1,8.4375,19.875,23.5625,15.96,16.76,3.8
18361K8UN,30027182579576,IBP,PAL,BEEF BRISKET BURGERS,,32,76,40,48,510.72,536.32,0
18371K8UN,30027182575257,IBP,CS,RIBEYE BEEF STEAK BURGERS,8OW,1,8.4375,19.875,23.5625,15.96,16.76,3.8
18371K8UN,30027182575257,IBP,PAL,RIBEYE BEEF STEAK BURGERS,,32,76,40,48,510.72,536.32,0
18381K8PN,30027182546486,IBP,CS,PRIME RIB BEEF PATTY,8OW,1,8.625,19.5,23.5,15.96,17,4
18381K8PN,30027182546486,IBP,PAL,PRIME RIB BEEF PATTY,,32,76,40,48,510.72,544,0
18801D8PN,30194346320708,IBP,CS,GR BF SLIDERS 80/20 (1.5LB),MISC,1,8.625,19.5,23.5,12,12.6,4
18801D8PN,30194346320708,IBP,PAL,GR BF SLIDERS 80/20 (1.5LB),,32,76,40,48,384,403.2,0
18801M8PN,30194346320708,IBP,CS,GR BF SLIDERS 80/20 (1.5LB),8OW,1,8.625,19.5,23.5,12,12.6,4
18801M8PN,30194346320708,IBP,PAL,GR BF SLIDERS 80/20 (1.5LB),,32,76,40,48,384,403.2,0
18991K8UN,30027182565890,IBP,CS,GROUND BF/PK BLEND 80/20 3/1,8OW,1,8.4375,19.875,23.5625,15.96,16.6,4
18991K8UN,30027182565890,IBP,PAL,GROUND BF/PK BLEND 80/20 3/1,,32,76,40,48,510.72,531.2,0
20001C1UJ,90027182539008,IBP,CS,PORK STEW MEAT 15 PK,1OW,1,11.625,15.375,19.25,14.28,19.32,3.4
20001C1UJ,90027182539008,IBP,PAL,PORK STEW MEAT 15 PK,,36,76,40,48,514.08,695.52,0
20221C1R9,00404048002291,IBP,CS,94131 GROUND PORK  NON-ENH,10L,1,11.625,15.375,19.25,10.2,13.8,3.2
20221C1R9,00404048002291,IBP,PAL,94131 GROUND PORK  NON-ENH,,36,76,40,48,367.2,496.8,0
20221C1UN,30027182551053,IBP,CS,REDUCED FAT GROUND PORK,1OW,1,11.625,15.375,19.25,12,12.36,3
20221C1UN,30027182551053,IBP,PAL,REDUCED FAT GROUND PORK,,36,76,40,48,432,444.96,0
21006G8UJ,90027182539015,IBP,CS,PORK SHOULDER BLADE STEAK 8PK,8OW,1,8.625,19.5,23.5,12.72,17.2,3.7
21006G8UJ,90027182539015,IBP,PAL,PORK SHOULDER BLADE STEAK 8PK,,32,76,40,48,407.04,550.4,0
21006I8UJ,90027182539022,IBP,CS,UNIV BI PORK SHOULDER STEAK,8OW,1,8.625,19.5,23.5,23.26,31.46,4
21006I8UJ,90027182539022,IBP,PAL,UNIV BI PORK SHOULDER STEAK,,32,76,40,48,744.32,1006.72,0
21116M3UJ,90027182539046,IBP,CS,UNIV SHLDR CNTRY ST RIBS,3OW,1,11.125,15.375,23,24.17,32.71,4.3
21116M3UJ,90027182539046,IBP,PAL,UNIV SHLDR CNTRY ST RIBS,,30,76,40,48,725.1,981.3,0
21661IOPB,30027182537224,IBP,CS,PORK ROAST KIT,MISC,1,7.5625,13,19.5,14.96,16.54,2
21661IOPB,30027182537224,IBP,PAL,PORK ROAST KIT,,80,76,40,48,1196.8,1323.2,0
24041E1UJ,90027182539060,IBP,CS,UNIV LOIN CC THIN CHOPS 12PK,1OW,1,11.625,15.375,19.25,13.26,17.94,3.4
24041E1UJ,90027182539060,IBP,PAL,UNIV LOIN CC THIN CHOPS 12PK,,36,76,40,48,477.36,645.84,0
24041I1UJ,90027182539183,IBP,CS,UNIV LOIN CC THIN CHOPS VP 6PK,1OW,1,11.625,15.375,19.25,13.26,17.94,3.3
24041I1UJ,90027182539183,IBP,PAL,UNIV LOIN CC THIN CHOPS VP 6PK,,36,76,40,48,477.36,645.84,0
24061I1UJ,90027182539220,IBP,CS,PORK BNLS LOIN CC CHOPS VP 6PK,1OW,1,11.625,15.375,19.25,10.4,14.08,3.3
24061I1UJ,90027182539220,IBP,PAL,PORK BNLS LOIN CC CHOPS VP 6PK,,36,76,40,48,374.4,506.88,0
24061J2UJ,90027182539077,IBP,CS,UNIV BNLS LOIN CC CHOPS,2OW,1,13.625,12.9375,22.3125,13.87,18.77,3.9
24061J2UJ,90027182539077,IBP,PAL,UNIV BNLS LOIN CC CHOPS,,30,76,40,48,416.1,563.1,0
24081J2UJ,90027182539190,IBP,CS,UNIV BNLS CC CHOP THN CUT 16PK,2OW,1,13.625,12.9375,22.3125,14.96,20.24,3.9
24081J2UJ,90027182539190,IBP,PAL,UNIV BNLS CC CHOP THN CUT 16PK,,36,76,40,48,538.56,728.64,0
24091D1UJ,90027182539091,IBP,CS,UNIV BNLS SIRLOIN CHOPS 12PK,1OW,1,11.625,15.375,19.25,10.1,13.66,3.5
24091D1UJ,90027182539091,IBP,PAL,UNIV BNLS SIRLOIN CHOPS 12PK,,36,76,40,48,363.6,491.76,0
24091I1UJ,90027182539237,IBP,CS,PORK BNLS SIRLOIN CHOPS VP 6PK,1OW,1,11.625,15.375,19.25,12.75,17.25,3.3
24091I1UJ,90027182539237,IBP,PAL,PORK BNLS SIRLOIN CHOPS VP 6PK,,36,76,40,48,459,621,0
24141C3UJ,90027182539121,IBP,CS,UNIV LOIN CC CHOPS VP 6PK,3OW,1,11.125,15.375,23,15.17,20.53,4.1
24141C3UJ,90027182539121,IBP,PAL,UNIV LOIN CC CHOPS VP 6PK,,30,76,40,48,455.1,615.9,0
24141I1UJ,90027182539138,IBP,CS,UNIV LOIN CC CHOPS VP 6PK,1OW,1,11.625,15.375,19.25,14.99,20.29,3.3
24141I1UJ,90027182539138,IBP,PAL,UNIV LOIN CC CHOPS VP 6PK,,36,76,40,48,539.64,730.44,0
24211B1UJ,90027182539244,IBP,CS,BNLS PK LOIN CUBED STK 12PK,10L,1,11.625,15.375,19.25,5.41,7.31,3.1
24211B1UJ,90027182539244,IBP,PAL,BNLS PK LOIN CUBED STK 12PK,,36,76,40,48,194.76,263.16,0
24224HWUN,30027182564510,IBP,CS,TSN APPLEWOOD PK MEDALLION KIT,MISC,1,10.1875,12.6875,17.6875,13.5,14.18,2.6
24224HWUN,30027182564510,IBP,PAL,TSN APPLEWOOD PK MEDALLION KIT,,49,76,40,48,661.5,694.82,0
24311H1UJ,90027182539152,IBP,CS,UNIV PK CHOP ASSORTED VP 6PK,1OW,1,11.625,15.375,19.25,12.6,17.04,3.1
24311H1UJ,90027182539152,IBP,PAL,UNIV PK CHOP ASSORTED VP 6PK,,36,76,40,48,453.6,613.44,0
24311I1UJ,90027182539169,IBP,CS,UNIV PRK CHOP ASSORTED 6PK,1OW,1,11.625,15.375,19.25,17.09,23.12,3.3
24311I1UJ,90027182539169,IBP,PAL,UNIV PRK CHOP ASSORTED 6PK,,36,76,40,48,615.24,832.32,0
270014QUN,30027182547605,IBP,CS,LINKS ORIG BRATWURST 9CT,MISC,1,5.625,19.5625,23.5625,10.7,11.22,1.9
270014QUN,30027182547605,IBP,PAL,LINKS ORIG BRATWURST 9CT,,44,76,40,48,470.8,493.68,0
270114QUN,30027182547612,IBP,CS,LINKS BEER BRATWURST 9CT,MISC,1,5.625,19.5625,23.5625,10.7,11.22,1.9
270114QUN,30027182547612,IBP,PAL,LINKS BEER BRATWURST 9CT,,44,76,40,48,470.8,493.68,0
60221CLPN,30027182546707,IBP,CS,ALL NATURAL GROUND PORK,8WAL,1,8.92,19.71,23.87,18,19,6.1
60221CLPN,30027182546707,IBP,PAL,ALL NATURAL GROUND PORK,,32,76,40,48,576,608,0
64121CZPV,90027182541674,IBP,CS,BONELESS PK LOIN CC THICK CHOP,6WAL,1,3.703,19.705,23.875,14.08,19.04,6
64121CZPV,90027182541674,IBP,PAL,BONELESS PK LOIN CC THICK CHOP,,44,76,40,48,619.52,837.76,0
643417YRN,10011110641929,IBP,CS,BNLS PORK LOIN CHOPS 1.25 LBS,4KR,1,4.953,19.705,23.874,5,7.4,4.8
643417YRN,10011110641929,IBP,PAL,BNLS PORK LOIN CHOPS 1.25 LBS,,32,76,40,48,160,172.8,0
64461CZPS,90027182541582,IBP,CS,BNLS PK LN SAVORY RIBEYE CHOP,6WAL,1,3.703,19.705,23.875,12.85,17.39,6
64461CZPS,90027182541582,IBP,PAL,BNLS PK LN SAVORY RIBEYE CHOP,,44,76,40,48,565.4,765.16,0
64481CZPS,90027182541575,IBP,CS,BNLS PK LN SMOKY BBQ RIBEYE CH,6WAL,1,3.703,19.705,23.875,12.85,17.39,6
64481CZPS,90027182541575,IBP,PAL,BNLS PK LN SMOKY BBQ RIBEYE CH,,44,76,40,48,565.4,765.16,0
701127YRV,00404048082026,IBP,CS,NR GRND BF 80/20,4KR,1,4.7,19.705,23.874,14.4,16,5
701127YRV,00404048082026,IBP,PAL,NR GRND BF 80/20,,32,76,40,48,460.8,512,0
70115AZRN,00404048065289,IBP,CS,PSA BF ANG GRD CHK 80/2006528,6KR,1,6.703,19.705,23.874,4,18.8,6.1
70115AZRN,00404048065289,IBP,PAL,PSA BF ANG GRD CHK 80/2006528,,24,76,40,48,288,331.2,0
70115LZRN,10011110965841,IBP,CS,PR SEL ANGS GRND CK 80% 3LB,6KR,1,6.703,19.705,23.874,12,18.6,5.8
70115LZRN,10011110965841,IBP,PAL,PR SEL ANGS GRND CK 80% 3LB,,24,76,40,48,432,446.4,0
70131LZRN,50011110969212,IBP,CS,GRND BF 93/07 3 LB NET WT,6KR,1,6.703,19.705,23.874,12,20.7,5.8
70131LZRN,50011110969212,IBP,PAL,GRND BF 93/07 3 LB NET WT,,24,76,40,48,432,496.8,0
70231LZRN,00404048021506,IBP,CS,KRO GRD BEEF 80%,6KR,1,6.703,19.705,23.874,9,20.7,5.8
70231LZRN,00404048021506,IBP,PAL,KRO GRD BEEF 80%,,24,76,40,48,422,496.8,0
702327YRV,00404048050483,IBP,CS,PRIM CK 80/20,4KR,1,4.7,19.705,23.874,14.4,17.25,5
702327YRV,00404048050483,IBP,PAL,PRIM CK 80/20,,32,76,40,48,460.8,552,0
70775AZRN,30027182578074,IBP,CS,NR ANGUS GB 90/10,6KR,1,6.703,19.705,23.874,10,13.8,5.9
70775AZRN,30027182578074,IBP,PAL,NR ANGUS GB 90/10,,24,76,40,48,288,331.2,0
74536HYPS,90027182541544,IBP,CS,CHOICE BF BOTTOM RND SRLN STK,4WAL,1,4.7,19.705,23.874,6,10.35,4.9
74536HYPS,90027182541544,IBP,PAL,CHOICE BF BOTTOM RND SRLN STK,,64,76,40,48,384,662.4,0
74916CYPS,90027182546990,IBP,CS,CHOICE SIRLOIN STRIP FAJITA D,4WAL,1,4.953,19.705,23.874,1.1,10.6,4.9
74916CYPS,90027182546990,IBP,PAL,CHOICE SIRLOIN STRIP FAJITA D,,64,76,40,48,217.6,294.4,0
78421IZRN,30027182593053,IBP,CS,HOMESTYLE PATTY80/20 10-4-10PK,6KR,1,6.703,19.705,23.874,8.8,10.12,5.6
78421IZRN,30027182593053,IBP,PAL,HOMESTYLE PATTY80/20 10-4-10PK,,24,76,40,48,211.2,242.88,0
78421XZRN,10011110639902,IBP,CS,GB PATTIES 80/20NET 1.90 4PK,6KR,1,6.703,19.705,23.874,6.6,9.98,5.6
78421XZRN,10011110639902,IBP,PAL,GB PATTIES 80/20NET 1.90 4PK,,24,76,40,48,182.4,191.52,0
B0008AFEW,90027182545252,IBP,CS,BLACK ANGUS BF ALDIS STEW MEAT,ABAF,1,6.425,13.625,17.875,6.5,14.96,2.1
B0008AFEW,90027182545252,IBP,PAL,BLACK ANGUS BF ALDIS STEW MEAT,,48,76,40,48,424.32,574.08,0
B0101UNEV,90027182576843,IBP,CS,7329 GRD BF 73 #5.25,ABUN,1,5,14,21.5625,10.6,22.7,2.1
B0101UNEV,90027182576843,IBP,PAL,7329 GRD BF 73 #5.25,,50,76,40,48,1080,1135,0
B0131CPEW,90027182545467,IBP,CS,42247 GRD BF 93 #1.15,ABCP,1,3.25,15.5,17.875,5.1,15.18,1.9
B0131CPEW,90027182545467,IBP,PAL,42247 GRD BF 93 #1.15,,84,76,40,48,428.4,1275.12,0
B0141IHEV,90027182576850,IBP,CS,6714 GRD BF SIRLOIN 2#,ABIH,1,6.2,11.75,21.25,20.38,23.63,2.5
B0141IHEV,90027182576850,IBP,PAL,6714 GRD BF SIRLOIN 2#,,48,76,40,48,978.24,1134.24,0
B0151CPEW,90027182545481,IBP,CS,53864 GRD BF 96% #1.15,ABCP,1,3.25,15.5,17.875,8.1,15.18,1.9
B0151CPEW,90027182545481,IBP,PAL,53864 GRD BF 96% #1.15,,84,76,40,48,680.4,1275.12,0
B0231IHEV,90027182576867,IBP,CS,6695 GRD BF 80/20 2.2#,ABIH,1,6.2,11.75,21.25,9.38,23.63,2.5
B0231IHEV,90027182576867,IBP,PAL,6695 GRD BF 80/20 2.2#,,48,76,40,48,450.24,1134.24,0
B0251IHEV,90027182575105,IBP,CS,53861 GRD BF 85/15,ABIH,1,6.2,11.75,21.25,21.38,23.63,2.5
B0251IHEV,90027182575105,IBP,PAL,53861 GRD BF 85/15,,48,76,40,48,1026.24,1134.24,0
B1078AFEW,90027182545245,IBP,CS,53817 BLK ANGUS COUNTRY RIBS,ABAF,1,8.125,13.625,17.875,8.34,13.98,2.1
B1078AFEW,90027182545245,IBP,PAL,53817 BLK ANGUS COUNTRY RIBS,,48,76,40,48,496.32,671.04,0
B1088AFEW,90027182545276,IBP,CS,709333 BLK ANGUS CARNE PICADA,ABAF,1,6.425,13.625,17.875,5.52,12.88,2.1
B1088AFEW,90027182545276,IBP,PAL,709333 BLK ANGUS CARNE PICADA,,48,76,40,48,456.96,618.24,0
B19181OEW,90027182545283,IBP,CS,53813 BNLS BEEF CHUCK ROAST,ABOE,1,3.875,13,19.5,2,30.99,1.8
B19181OEW,90027182545283,IBP,PAL,53813 BNLS BEEF CHUCK ROAST,,77,76,40,48,1251.25,1693.23,0
B20081UEW,90027182545290,IBP,CS,53797 BNLS RIBEYE STEAK USDA,ABUE,1,2.625,14.6875,15.625,1.19,14.2,1.1
B20081UEW,90027182545290,IBP,PAL,53797 BNLS RIBEYE STEAK USDA,,126,76,40,48,149.94,1789.2,0
B2101NCEW,90027182545306,IBP,CS,THIN SLC BONELESS BF RIBEYE,ABNC,1,7.1875,16.75,21.75,14.85,24.15,3.7
B2101NCEW,90027182545306,IBP,PAL,THIN SLC BONELESS BF RIBEYE,,28,76,40,48,499.8,676.2,0
B30081UEW,90027182545313,IBP,CS,53801 BNLS BEEF SKIRT STEAK,ABUE,1,2.425,14.6875,15.625,8,16.5,1.2
B30081UEW,90027182545313,IBP,PAL,53801 BNLS BEEF SKIRT STEAK,,126,76,40,48,1008,2079,0
B40081UEW,90027182545320,IBP,CS,53796 BLS BEEF LOIN STRIP STEA,ABUE,1,2.0625,14.6875,15.625,3.21,14.6,1.1
B40081UEW,90027182545320,IBP,PAL,53796 BLS BEEF LOIN STRIP STEA,,126,76,40,48,404.46,1839.6,0
B40381UEW,90027182545344,IBP,CS,53798 BLS BF TOP SIRLOIN STEAK,ABUE,1,2.425,14.6875,15.625,4,16.5,1.2
B40381UEW,90027182545344,IBP,PAL,53798 BLS BF TOP SIRLOIN STEAK,,126,76,40,48,504,2079,0
B4058HSEW,90027182545351,IBP,CS,BLACK ANGUS BF CUBED STEAK,ABHS,1,3.725,13.625,21.625,9.06,12.25,2.4
B4058HSEW,90027182545351,IBP,PAL,BLACK ANGUS BF CUBED STEAK,,55,76,40,48,498.3,673.75,0
B40781GEW,90027182545368,IBP,CS,53866 BF PETITE SIRLOIN STEAK,ABGE,1,3.6875,13.625,17.875,2.24,16.56,1.4
B40781GEW,90027182545368,IBP,PAL,53866 BF PETITE SIRLOIN STEAK,,84,76,40,48,188.16,1391.04,0
B60181GEW,90027182545405,IBP,CS,53799 BLS BF TOP ROUND STEAK,ABGE,1,3.625,14.25,18.75,5.12,13.59,1.5
B60181GEW,90027182545405,IBP,PAL,53799 BLS BF TOP ROUND STEAK,,84,76,40,48,430.08,1141.56,0
B60481UEW,90027182545412,IBP,CS,53802 EYE OF ROUND STEAK,ABUE,1,2.425,14.6875,15.625,6.59,10.27,1.2
B60481UEW,90027182545412,IBP,PAL,53802 EYE OF ROUND STEAK,,126,76,40,48,830.34,1294.02,0
B6078NBEW,90027182545429,IBP,CS,709335 SIRLOIN TIP STEAK,ABNB,1,3.725,18.4375,21.4375,6.6,13.91,3.2
B6078NBEW,90027182545429,IBP,PAL,709335 SIRLOIN TIP STEAK,,48,76,40,48,316.8,667.68,0
B61581GEW,90027182545702,IBP,CS,BLK ANGUS ALDIS TOP ROUND,ABGE,1,5.125,14.25,18.75,13.44,25.16,1.4
B61581GEW,90027182545702,IBP,PAL,BLK ANGUS ALDIS TOP ROUND,,66,76,40,48,887.04,1330.56,0
B66381OEW,90027182545443,IBP,CS,BLK ANGUS SRLN TIP ROAST,ABOE,1,6.875,13,19.5,25.6,36.8,2.2
B66381OEW,90027182545443,IBP,PAL,BLK ANGUS SRLN TIP ROAST,,77,76,40,48,1971.2,2833.6,0
B8041SNEN,30027182576988,IBP,CS,704857 GROUND BEEF PATTY 80/20,ABUN,1,4.75,14.0625,21.625,13.2,13.86,2.4
B8041SNEN,30027182576988,IBP,PAL,704857 GROUND BEEF PATTY 80/20,,50,76,40,48,660,693,0
B82413HEV,90027182576874,IBP,CS,42010 GRD BF PATTY 80,ABHE,1,5.93,11.1875,21.56,11.37,12.57,2.6
B82413HEV,90027182576874,IBP,PAL,42010 GRD BF PATTY 80,,48,76,40,48,545.76,700.36,0
B84513SBN,30054500000320,IBP,CS,BALL PARK PK BF BCN CHD PATTY,MISC,1,7.5,14.1875,22.1875,10.64,11.28,2.9
B84513SBN,30054500000320,IBP,PAL,BALL PARK PK BF BCN CHD PATTY,,50,76,40,48,532,564,0
B84613SBN,30054500000337,IBP,CS,BALL PARK BRAT SSND PATTY,MISC,1,7.5,14.1875,22.1875,10.64,11.28,2.9
B84613SBN,30054500000337,IBP,PAL,BALL PARK BRAT SSND PATTY,,50,76,40,48,532,564,0
B84713SBN,30054500000351,IBP,CS,BALL PARK PK BF STKHOUSE PATTY,MISC,1,7.5,14.1875,22.1875,10.64,11.28,2.9
B84713SBN,30054500000351,IBP,PAL,BALL PARK PK BF STKHOUSE PATTY,,50,76,40,48,532,564,0
B84813SBN,30054500000344,IBP,CS,BALL PARK PK BF BRSKT PATTY,MISC,1,7.5,14.1875,22.1875,10.64,11.28,2.9
B84813SBN,30054500000344,IBP,PAL,BALL PARK PK BF BRSKT PATTY,,50,76,40,48,532,564,0
D7103AHQP,90027182055454,IBP,CS,BLS BF BRSKT USDA SLCT 4PK,BQ,1,9.1875,15.75,24.25,10.76,86.24,2.5
D7103AHQP,90027182055454,IBP,PAL,BLS BF BRSKT USDA SLCT 4PK,,24,76,40,48,1242.24,2069.76,0
D7109ACQP,90027182055133,IBP,CS,BNLS BF BRSKT USDA PRIME 4PK,MISC,1,9.1875,15.75,24.25,12.76,86.24,2.5
D7109ACQP,90027182055133,IBP,PAL,BNLS BF BRSKT USDA PRIME 4PK,,35,76,40,48,1811.6,3018.4,0
P10012CEW,90027182545535,IBP,CS,43186 BI LOIN PK SHLDR STK,APCE,1,7,17.875,20.875,17.75,24.01,3.3
P10012CEW,90027182545535,IBP,PAL,43186 BI LOIN PK SHLDR STK,,28,76,40,48,497,672.28,0
P4051HSEW,90027182545559,IBP,CS,58225 PORK RIB TIPS D,APHS,1,5.125,13.625,21.625,7.09,10.94,2.4
P4051HSEW,90027182545559,IBP,PAL,58225 PORK RIB TIPS D,,55,76,40,48,444.95,601.7,0
P4061GTEW,90027182545566,IBP,CS,1392 BNLS PK LOIN CC CHOP 12%,APGT,1,6.35,13.625,21.625,15.5,20.97,3.4
P4061GTEW,90027182545566,IBP,PAL,1392 BNLS PK LOIN CC CHOP 12%,,40,76,40,48,620,838.8,0
P4081HDEW,90027182545597,IBP,CS,45583 BNLS CC THIN LOIN CHOPS,APHD,1,6.625,14.4375,22.4375,18.57,27.84,4.1
P4081HDEW,90027182545597,IBP,PAL,45583 BNLS CC THIN LOIN CHOPS,,35,76,40,48,719.95,974.4,0
P4121AFEW,90027182545603,IBP,CS,BNLS CENTER CUT CHOP THICK,ABAF,1,8.125,13.625,17.875,9.24,12.51,2.1
P4121AFEW,90027182545603,IBP,PAL,BNLS CENTER CUT CHOP THICK,,48,76,40,48,443.52,600.48,0
P4141HTEW,90027182545610,IBP,CS,9048 BONE IN LOIN CC CHOPS,APHT,1,6.35,13.625,21.625,13.77,21,3.2
P4141HTEW,90027182545610,IBP,PAL,9048 BONE IN LOIN CC CHOPS,,40,76,40,48,550.8,840,0
P4241HTEW,90027182545627,IBP,CS,9052 BNL LOIN CNTRY STY RIBS D,APHT,1,6.35,13.625,21.625,15.36,24.84,3
P4241HTEW,90027182545627,IBP,PAL,9052 BNL LOIN CNTRY STY RIBS D,,45,76,40,48,826.2,1117.8,0
P43112BEW,90027182545634,IBP,CS,45580 BI LOIN ASST CHOPS 8K,APBE,1,7,17.875,20.875,17.2,23.27,3.3
P43112BEW,90027182545634,IBP,PAL,45580 BI LOIN ASST CHOPS 8K,,28,76,40,48,481.6,651.56,0
P43512CEW,90027182545641,IBP,CS,44127 BI THIN ASST CHOPS,APCE,1,7,17.875,20.875,18.42,27.93,3.3
P43512CEW,90027182545641,IBP,PAL,44127 BI THIN ASST CHOPS,,28,76,40,48,515.76,698.04,0
P47811GEW,90027182545665,IBP,CS,52638 BNLS PORK TENDERLOINS,APGE,1,4.6875,13.625,17.875,12.34,16.7,1.3
P47811GEW,90027182545665,IBP,PAL,52638 BNLS PORK TENDERLOINS,,66,76,40,48,814.44,1102.2,0
10101R4PNV,30027182569034,IBP,CS,73% GROUND BEEF 4.5 NET,4OW,1,9.6875,11.6875,23.8125,9,19.1,2.7
10101R4PNV,30027182569034,IBP,PAL,73% GROUND BEEF 4.5 NET,,42,76,40,48,378,802.2,0
10111R4PNV,30027182569041,IBP,CS,GROUND CHUCK 80% 4.5 NET,4OW,1,9.875,11.1875,23.75,8,19.1,2.7
10111R4PNV,30027182569041,IBP,PAL,GROUND CHUCK 80% 4.5 NET,,42,76,40,48,336,802.2,0
10991D8PNV,30027182565500,IBP,CS,GRND PORK & BEEF 80% (2LB NET),8OW,1,8.625,19.5,23.5,24,25.2,4.2
10991D8PNV,30027182565500,IBP,PAL,GRND PORK & BEEF 80% (2LB NET),,32,76,40,48,768,806.4,0
18001XMPNV,30027182573406,IBP,CS,80% PATTY 2.25NET WEIGHT,GBN,1,13.125,11.1875,23.75,0.5,19.5,3.3
18001XMPNV,30027182573406,IBP,PAL,80% PATTY 2.25NET WEIGHT,,30,76,40,48,405,435,0
20221C1R3Z,00401080261952,IBP,CS,98929 GROUND PORK  NON-ENH,10L,1,7.75,15.375,19.25,6.7,9.2,2.5
20221C1R3Z,00401080261952,IBP,PAL,98929 GROUND PORK  NON-ENH,,60,76,40,48,402,552,0
61001HZPVV,90027182541940,IBP,CS,BUTT STEAKS,6WAL,1,6.703,19.705,23.875,19.45,26.31,6.1
61001HZPVV,90027182541940,IBP,PAL,BUTT STEAKS,,44,76,40,48,855.8,1157.64,0
61291RYRVZ,90011110633524,IBP,CS,BI PORK SHOULDER STKS FAM 4PK,4KR,1,4.7,19.705,23.874,7,13.25,4.9
61291RYRVZ,90011110633524,IBP,PAL,BI PORK SHOULDER STKS FAM 4PK,,32,76,40,48,224,424,0
64081DYR3Z,90027182578823,IBP,CS,BNLS PK LOIN CC THIN CHOPS 6PK,4KR,1,4.7,19.705,23.874,3.37,6.55,5
64081DYR3Z,90027182578823,IBP,PAL,BNLS PK LOIN CC THIN CHOPS 6PK,,32,76,40,48,107.84,145.6,0
64191HYRVZ,90011110644445,IBP,CS,BI PK LOIN ASSTD CHOPS 4PK,4KR,1,4.7,19.705,23.874,7.9,13.48,4.8
